"objectname","id","rating","numplays","weight","own","fortrade","want","wanttobuy","wanttoplay","prevowned","preordered","wishlist","wishlistpriority","wishlistcomment","comment","conditiontext","haspartslist","wantpartslist","collid","baverage","average","avgweight","rank","numowned","objecttype","originalname","minplayers","maxplayers","playingtime","maxplaytime","minplaytime","yearpublished","bggrecplayers","bggbestplayers","bggrecagerange","bgglanguagedependence","publisherid","imageid","year","language","other","itemtype","barcode","pricepaid","pp_currency","currvalue","cv_currency","acquisitiondate","acquiredfrom","quantity","privatecomment","invlocation","invdate","version_publishers","version_languages","version_yearpublished","version_nickname","BG","BH","BI","BJ","BK","BL","BM","BN","BO","BP","BQ","BR","BS","BT","BU","BV","BW","BX","BY","BZ","CA","CB","CC","CD","CE","CF"
"Pendulum","312804","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111375470","5.92096","6.43617","2.9","3386","5696","thing","Pendulum","1","5","90","90","60","2020","2","3","4","5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Feuerland Spiele Stonemaier Games","German","2020","German edition","","","","","","","","","","","","","","","","","","","","","","",""
"Das perfekte Wort","326112","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110687314","5.61019","7.20822","1.6667","7984","338","thing","Das perfekte Wort","1","6","15","15","15","2021","2","3","4","5","6","4","8+","","","","","","","standalone","","","","","","","","","","","","moses. Verlag GmbH","German","2021","German edition","","","","","","","","","","","","","","","","","","","","","",""
"Phase 10","1258","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110497771","5.16019","5.21077","1.2636","26404","25640","thing","Phase 10","2","6","45","45","45","1982","2","3","4","5","6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Photosynthese","218603","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111435541","6.81126","6.97454","2.2596","683","39274","thing","Photosynthesis","2","4","60","60","30","2018","2","3","4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Asmodee Heidelberger Spieleverlag","German","2018","German edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Pick-a-Pepper","368103","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110497433","5.60587","6.64042","1.8333","8162","385","thing","Pick-a-Pepper","2","4","30","30","30","2022","2","3","4","4","10+","","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pickomino","15818","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110492877","6.38953","6.58803","1.151","1463","19012","thing","Pickomino","2","7","20","20","20","2005","2","3","4","5","3","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pictomania","98229","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110497820","6.63877","7.26641","1.5259","954","5441","thing","Pictomania","3","6","25","25","25","2011","3","4","5","6","5","6","8+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pictures","284108","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491712","6.51751","7.22742","1.0149","1177","5086","thing","Pictures","3","5","30","30","20","2019","3","4","5","5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Piraten Fluxx","73538","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112387930","5.83559","6.19386","1.4094","4016","7201","thing","Pirate Fluxx","2","6","40","40","10","2014","2","3","4","5","6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2014","German edition","","","","","","","","","","","","","","","","","","","","","",""
"Piraten Kapern","117663","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110497508","5.91543","6.33424","1.0978","3425","4702","thing","Piraten Kapern","2","5","30","30","30","2012","2","3","4","5","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pirates","342807","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496391","5.51689","6.44325","1.3333","17860","121","thing","Pirates","3","5","45","45","30","2021","5","5","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PitchCar","150","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496133","6.97694","7.26684","1.1252","486","11955","thing","PitchCar","2","8","30","30","30","1995","2","3","4","5","6","7","8","5","6","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pixel Tactics","125548","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112387909","6.3033","6.83872","2.6187","1673","7391","thing","Pixel Tactics","2","2","30","30","30","2015","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2015","German edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Planet Unknown","258779","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491894","7.34508","7.83398","2.2078","193","11656","thing","Planet Unknown","1","6","80","80","60","2022","1","2","3","4","5","6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pocket Battles: Orks vs. Elfen","66081","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112387940","5.77906","6.50408","2.0694","4590","2150","thing","Pocket Battles: Elves vs. Orcs","2","2","20","20","20","2011","2","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2011","German edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pocket Ops","216234","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110655230","5.67292","6.42016","1.3846","6221","1280","thing","Pocket Ops","2","2","20","20","20","2017","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Poetry for Neanderthals","312786","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491020","6.04093","6.66464","1.0645","2672","6705","thing","Poetry for Neanderthals","2","12","15","15","15","2020","4","5","6","7","8","9","10","11","12","6","8","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Point Salad","274960","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491848","6.95947","7.14702","1.1422","504","32830","thing","Point Salad","2","6","30","30","15","2019","2","3","4","5","6","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Port Royal","156009","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110656709","6.9124","7.1194","1.6117","561","26080","thing","Port Royal","2","5","50","50","20","2014","2","3","4","5","3","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Power Plants","341974","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110657332","5.99449","7.18908","2.4651","2910","2312","thing","Power Plants","1","5","30","30","30","2022","1","2","3","4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Das Prestel Architekturspiel","4620","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111242736","5.51414","5.96154","1.125","18574","223","thing","The Prestel New York Architecture Game","2","5","30","30","30","2002","3","4","5","3","4","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Prestel Verlag","German","2002","Prestel German edition 2002","","","","","","","","","","","","","","","","","","","","","","",""
"Das Prestel Nasenspiel","14142","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111242553","0","6.03448","2","0","54","thing","Das Prestel Nasenspiel","2","5","30","30","30","2004","2","2","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Der Prestel Schlossgarten","14119","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111242699","5.50542","5.63827","1.6667","20820","131","thing","Der Prestel Schlossgarten","2","4","45","45","45","2004","","","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Prestel Verlag","German","2004","German edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prey Another Day","234260","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110958901","5.96357","6.89611","1.0455","3093","2000","thing","Prey Another Day","2","5","20","20","15","2023","3","4","5","4","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Edition Spielwiese","English","2023","English edition","","","","","","","","","","","","","","","","","","","","","","",""
"Privacy","9354","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110499103","5.6193","6.4006","1.1053","7641","743","thing","Privacy","5","12","45","45","45","2004","5","6","7","8","9","10","11","12","10","11","12","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Privacy Quickie","181866","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110497606","5.5327","6.89517","1","14351","221","thing","Privacy Quickie","5","10","35","35","35","2015","","","","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Privacy: Scharf wie Chili","83492","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110497576","5.57168","6.54124","1.2","10039","473","thing","Privacy: Scharf wie Chili","5","10","45","45","45","2010","4","5","6","7","8","9","10","6","7","8","9","18+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QE","266830","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110491056","6.90723","7.38886","1.5321","566","9716","thing","QE","3","5","45","45","45","2019","3","4","5","5","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
